Departamento,Actividad,Duración,Precio,Calificación,Reseñas,Enlace
Cajamarca,Cajamarca | Tumbas antiguas de Otuzco y Jardín Hortensia,4 horas • Sin colas,23 USD,4.4,,https://www.getyourguide.es/cajamarca-l116362/cajamarca-tumbas-antiguas-de-otuzco-y-jardin-hortensia-t797413/?ranking_uuid=96b841c9-ea8b-4146-8b9d-0c8038f620e9
Cajamarca,Cajamarca: Explora el Complejo Arqueológico de Cumbemayo,4 horas • Recogida disponible,32 USD,3.9,,https://www.getyourguide.es/cajamarca-l116362/cajamarca-explora-el-complejo-arqueologico-de-cumbemayo-t623585/?ranking_uuid=96b841c9-ea8b-4146-8b9d-0c8038f620e9
Cajamarca,Cajamarca: Complejo arqueológico de Cumbemayo + Entrada,4 horas • Recogida disponible,29 USD,4.2,,https://www.getyourguide.es/cajamarca-l116362/cajamarca-explora-el-complejo-arqueologico-de-cumbemayo-t563029/?ranking_uuid=96b841c9-ea8b-4146-8b9d-0c8038f620e9
Cajamarca,Desde Cajamarca: Granja Porcón,5 horas • Grupo reducido • Recogida disponible,23 USD,4.6,,https://www.getyourguide.es/cordillera-de-los-andes-l173636/desde-cajamarca-granja-porcon-t534767/?ranking_uuid=96b841c9-ea8b-4146-8b9d-0c8038f620e9
Cajamarca,Cajamarca | Hacienda La Colpa & Baños del Inca,12 horas • Sin colas,23 USD,4.4,,https://www.getyourguide.es/cajamarca-l116362/cajamarca-hacienda-la-colpa-banos-del-inca-t796785/?ranking_uuid=96b841c9-ea8b-4146-8b9d-0c8038f620e9
Callao,Callao: Nadar con Leones Marinos Tour en barco por las Islas Palomino,"2,5 horas",76 USD,4.7,(103),https://www.getyourguide.es/callao-l127378/callao-nadar-con-leones-marinos-tour-en-barco-por-las-islas-palomino-t193079/?ranking_uuid=2403cf27-ed20-457a-985a-b14958295bc5
Callao,Lima: Visita Isla Palomino + 4 Islas del Callao + Nade con Leones Marinos,4 horas,80 USD,4.8,(26),https://www.getyourguide.es/lima-l39/lima-visita-isla-palomino-4-islas-del-callao-nade-con-leones-marinos-t786695/?ranking_uuid=2403cf27-ed20-457a-985a-b14958295bc5
Callao,Lima: Nado con leones marinos y crucero por las Islas Palomino,4 horas • Recogida disponible,75 USD,4.2,(15),https://www.getyourguide.es/lima-l39/lima-nado-con-leones-marinos-y-crucero-por-las-islas-palomino-t433456/?ranking_uuid=2403cf27-ed20-457a-985a-b14958295bc5
Callao,Desde el Puerto del Callao: Visita a Lima,4 horas,60 USD,4.7,(20),https://www.getyourguide.es/puerto-de-callao-l168363/desde-el-puerto-del-callao-visita-a-lima-t387136/?ranking_uuid=2403cf27-ed20-457a-985a-b14958295bc5
Callao,Lima: Servicio de traslado al aeropuerto 24/7,1 hora • Recogida disponible,14 USD,4.9,(11),https://www.getyourguide.es/san-miguel-l195031/lima-servicio-de-traslado-al-aeropuerto-247-t676632/?ranking_uuid=2403cf27-ed20-457a-985a-b14958295bc5
Callao,Lima: Excursión en tierra desde el Puerto del Callao para Cruceros,7 horas • Sin colas,99 USD,4.2,(5),https://www.getyourguide.es/lima-l39/lima-excursion-en-tierra-desde-el-puerto-del-callao-para-cruceros-t838851/?ranking_uuid=2403cf27-ed20-457a-985a-b14958295bc5
Callao,Lima: Callao Monumental y Artístico,"3,5 horas • Grupo reducido • Recogida disponible",65 USD,5,(3),https://www.getyourguide.es/lima-l39/lima-callao-monumental-y-artistico-t771845/?ranking_uuid=2403cf27-ed20-457a-985a-b14958295bc5
Callao,Desde Lima: Visita guiada por los lugares más destacados del distrito de Callao,3 horas,32 USD,3.3,(3),https://www.getyourguide.es/lima-l39/lima-visita-al-callao-monumental-t445298/?ranking_uuid=2403cf27-ed20-457a-985a-b14958295bc5
Callao,Lima | Excursión Islas Palomino | Nado con Leones Marinos,3 horas • Sin colas,81 USD,5,(5),https://www.getyourguide.es/lima-l39/lima-excursion-islas-palomino-nado-con-leones-marinos-t557436/?ranking_uuid=2403cf27-ed20-457a-985a-b14958295bc5
Callao,Tour Islas Palomino,5 horas • Recogida disponible,100 USD,4.8,,https://www.getyourguide.es/lima-l39/excursion-a-las-islas-palomino-t546101/?ranking_uuid=2403cf27-ed20-457a-985a-b14958295bc5
Callao,"""Lo más destacado de Lima Real"" ¡Museo Larco, Casa de Aliaga y más!",8 horas • Sin colas • Recogida disponible,70 USD,5,(2),https://www.getyourguide.es/lima-l39/-lo-mas-destacado-de-lima-real-museo-larco-casa-de-aliaga-y-mas-t599138/?ranking_uuid=2403cf27-ed20-457a-985a-b14958295bc5
Callao,LIMA|| Disfruta de una emocionante excursión a las Islas Palomino,3 horas,80 USD,3.9,,https://www.getyourguide.es/callao-l127378/lima-disfruta-de-una-emocionante-excursion-a-las-islas-palomino-t736141/?ranking_uuid=2403cf27-ed20-457a-985a-b14958295bc5
Callao,"FULL DAY: CONOCE LIMA ANCESTRAL, COLONIAL Y MODERNA",10 horas • Sin colas • Recogida disponible,119 USD,5,(1),https://www.getyourguide.es/lima-l39/full-day-conoce-lima-ancestral-colonial-y-moderna-t755614/?ranking_uuid=2403cf27-ed20-457a-985a-b14958295bc5
Callao,Lima Peru : Taxi aeropuerto lima miraflores san isidro,1 hora • Sin colas • Grupo privado,14 USD,5,(7),https://www.getyourguide.es/san-miguel-l195031/lima-peru-taxi-aeropuerto-lima-miraflores-san-isidro-t583258/?ranking_uuid=2403cf27-ed20-457a-985a-b14958295bc5
Callao,Excursión en lancha rápida a las Islas Palomino y Nado con leones marinos,4 horas,129 USD,3.9,,https://www.getyourguide.es/lima-l39/excursion-en-lancha-rapida-a-las-islas-palomino-y-nado-con-leones-marinos-t560447/?ranking_uuid=2403cf27-ed20-457a-985a-b14958295bc5
Callao,Nada con leones marinos en la Isla Palomino,3 horas • Sin colas,75 USD,,,https://www.getyourguide.es/callao-l127378/nada-con-leones-marinos-en-la-isla-palomino-t573505/?ranking_uuid=2403cf27-ed20-457a-985a-b14958295bc5
Cusco,Cuzco: Montaña Arco Iris y Valle Rojo Día Guiado con Comidas,12 horas • Grupo reducido • Recogida disponible,22 USD,4.8,(1113),https://www.getyourguide.es/cuzco-l359/cuzco-montana-arco-iris-y-valle-rojo-dia-guiado-con-comidas-t822038/?ranking_uuid=a1ec42c8-1276-4e2d-b9f0-7a9844704b9a
Cusco,Cusco: Laguna Humantay con Desayuno y Almuerzo Buffet,1 día • Recogida disponible,24 USD,4.9,(1959),https://www.getyourguide.es/cuzco-l359/cusco-lago-humantay-con-desayuno-y-almuerzo-buffet-t306708/?ranking_uuid=a1ec42c8-1276-4e2d-b9f0-7a9844704b9a
Cusco,Tour de la ciudad de Cusco,"5,5 horas • Recogida disponible",11 USD,3.7,,https://www.getyourguide.es/cuzco-l359/tour-de-la-ciudad-de-cusco-t703044/?ranking_uuid=a1ec42c8-1276-4e2d-b9f0-7a9844704b9a
Cusco,Cuzco: Excursión de un día a la Montaña del Arco Iris y al Valle Rojo (Opcional),12 horas • Recogida disponible,22 USD,4.9,(3433),https://www.getyourguide.es/cuzco-l359/cusco-excursion-a-la-montana-del-arco-iris-y-el-valle-rojo-con-comidas-t351741/?ranking_uuid=a1ec42c8-1276-4e2d-b9f0-7a9844704b9a
Cusco,Cusco: Tour de medio día por la ciudad con Sacsayhuaman y Q'enco,5 horas • Audioguía opcional,14 USD,4.6,(482),https://www.getyourguide.es/cuzco-l359/cusco-tour-de-medio-dia-por-la-ciudad-con-sacsayhuaman-y-q-enco-t658839/?ranking_uuid=a1ec42c8-1276-4e2d-b9f0-7a9844704b9a
Cusco,Desde Cusco: Valle Sagrado y Minas de Sal de Maras con Almuerzo,1 día • Recogida disponible,29 USD,4.8,(1260),https://www.getyourguide.es/ollantaytambo-l93095/desde-cuzco-valle-sagrado-y-salinas-de-moray-t317787/?ranking_uuid=a1ec42c8-1276-4e2d-b9f0-7a9844704b9a
Cusco,Excursión en quad por la Montaña Arco Iris y el Valle Rojo con comida,14 horas • Recogida disponible,70 USD,4.7,(179),https://www.getyourguide.es/cuzco-l359/excursion-en-quad-por-la-montana-arco-iris-y-el-valle-rojo-con-comida-t696969/?ranking_uuid=a1ec42c8-1276-4e2d-b9f0-7a9844704b9a
Cusco,"Cuzco: Valle Sagrado, Pisac, Ollantaytambo, Minas de Sal Moray",12 - 14 horas • Grupo reducido • Recogida disponible,29 USD,4.6,(377),https://www.getyourguide.es/cuzco-l359/cuzco-valle-sagrado-pisac-ollantaytambo-minas-de-sal-moray-t783129/?ranking_uuid=a1ec42c8-1276-4e2d-b9f0-7a9844704b9a
Cusco,Desde Cusco: Excursión a los 7 Lagos del Ausangate con Desayuno y Almuerzo,1 día • Recogida disponible,30 USD,4.9,(97),https://www.getyourguide.es/cuzco-l359/desde-cusco-excursion-a-los-7-lagos-del-ausangate-con-desayuno-y-almuerzo-t534024/?ranking_uuid=a1ec42c8-1276-4e2d-b9f0-7a9844704b9a
Cusco,TRANSPORTE PRIVADO DEL AEROPUERTO DE CUSCO - HOTEL O RETORNO,1 día • Sin colas • Grupo privado,12 USD,4.9,(45),https://www.getyourguide.es/cuzco-l359/transporte-privado-del-aeropuerto-de-cusco-hotel-o-retorno-t807070/?ranking_uuid=a1ec42c8-1276-4e2d-b9f0-7a9844704b9a
Cusco,Desde Cusco: Tour personalizable al Valle Sagrado Tour de día completo,8 horas,118 USD,4.5,,https://www.getyourguide.es/ollantaytambo-l93095/desde-cusco-tour-personalizable-al-valle-sagrado-tour-de-dia-completo-t1001376/?ranking_uuid=a1ec42c8-1276-4e2d-b9f0-7a9844704b9a
Cusco,Cusco: Ruta Escénica del Sol a Puno con Almuerzo Buffet,11 horas • Sin colas,50 USD,4.8,(120),https://www.getyourguide.es/cuzco-l359/cusco-ruta-escenica-del-sol-a-puno-con-almuerzo-buffet-t672640/?ranking_uuid=a1ec42c8-1276-4e2d-b9f0-7a9844704b9a
Cusco,Valle Sagrado: Maras y Moray en quad desde Cusco,6 horas • Recogida disponible,39 USD,4.6,(311),https://www.getyourguide.es/cuzco-l359/cusco-excursion-en-quad-y-yacimiento-arqueologico-de-moray-t166190/?ranking_uuid=a1ec42c8-1276-4e2d-b9f0-7a9844704b9a
Cusco,"Cusco:Chinchero,Moray y Minas de Sal bajada en Ollantaytambo",8 - 9 horas • Grupo reducido • Recogida disponible,39 USD,4.8,(292),https://www.getyourguide.es/cuzco-l359/cuscochincheromoray-y-minas-de-sal-bajada-en-ollantaytambo-t657289/?ranking_uuid=a1ec42c8-1276-4e2d-b9f0-7a9844704b9a
Cusco,Desde Cusco: Tour de día completo en grupo a Machu Picchu,12 horas • Grupo reducido • Recogida disponible,321 USD,4.7,(1296),https://www.getyourguide.es/cuzco-l359/desde-cusco-excursion-en-grupo-de-un-dia-a-machu-picchu-t407150/?ranking_uuid=a1ec42c8-1276-4e2d-b9f0-7a9844704b9a
Cusco,"Desde Cusco: Excursión a Moray, Minas de Sal de Maras y Tejedores de Chinchero","6,5 horas • Grupo reducido • Recogida disponible",15 USD,4.7,(1002),https://www.getyourguide.es/cuzco-l359/desde-cusco-excursion-a-chinchero-moray-y-minas-de-sal-de-maras-t532847/?ranking_uuid=a1ec42c8-1276-4e2d-b9f0-7a9844704b9a
Huancavelica,"Desde Puno: tour de 2 días a las islas de Uros, Amantaní y Taquile",2 días • Recogida disponible,55 USD,4.6,(238),https://www.getyourguide.es/puno-l32157/desde-puno-excursion-de-2-dias-a-los-uros-amantani-y-las-islas-taquile-t387995/?ranking_uuid=dcc97a88-e679-48f1-92f7-89948811714b
Huancavelica,Ticket de entrada a los Puentes Colgantes del Arenal Místico,1 día,39 USD,4.5,(282),https://www.getyourguide.es/mistico-arenal-hanging-bridges-park-l87313/paseo-por-los-puentes-colgantes-del-volcan-arenal-t411384/?ranking_uuid=dcc97a88-e679-48f1-92f7-89948811714b
Huancavelica,DESDE ANTIGUA IDA Y VUELTA: EXPLORANDO LOS PUEBLOS DEL LAGO DE ATITLÁN.,14 horas • Sin colas • Recogida disponible,86 USD,4.7,(174),https://www.getyourguide.es/antigua-guatemala-l1619/desde-antigua-ida-y-vuelta-explorando-los-pueblos-del-lago-de-atitlan-t815236/?ranking_uuid=dcc97a88-e679-48f1-92f7-89948811714b
Huancavelica,"DIA COMPLETO: CENTRO HISTORICO, VOLCANES, SITIOS MAYAS Y LAGO",8 horas • Sin colas • Recogida disponible,85 USD,4.2,(24),https://www.getyourguide.es/san-salvador-l1495/dia-completo-centro-historico-volcanes-sitios-mayas-y-lago-t864098/?ranking_uuid=dcc97a88-e679-48f1-92f7-89948811714b
Huancavelica,El Calafate: Glaciar Perito Moreno y Crucero opcional en barco,8 horas • Recogida disponible,78 USD,4.7,(1967),https://www.getyourguide.es/el-calafate-l544/el-calafate-glaciar-perito-moreno-y-excursion-en-barco-opcional-t231537/?ranking_uuid=dcc97a88-e679-48f1-92f7-89948811714b
Huancavelica,Tour guiado por el Parque Nacional Manuel Antonio (ticket de entrada incluido),2 horas,53 USD,4.7,(103),https://www.getyourguide.es/manuel-antonio-l142888/tour-guiado-por-el-parque-nacional-manuel-antonio-ticket-de-entrada-incluido-t579911/?ranking_uuid=dcc97a88-e679-48f1-92f7-89948811714b
Huancavelica,Día completo Cañón de los Perdidos,1 día,52 USD,3.9,,https://www.getyourguide.es/ica-l1608/dia-completo-canon-de-los-perdidos-t731132/?ranking_uuid=dcc97a88-e679-48f1-92f7-89948811714b
Huancavelica,La Fortuna Waterfall Admission Ticket,Sin colas,20 USD,4.8,(159),https://www.getyourguide.es/la-fortuna-l1904/la-fortuna-waterfall-admission-ticket-t907977/?ranking_uuid=dcc97a88-e679-48f1-92f7-89948811714b
Huancavelica,Lima: Taller de Panes Andinos,"2,5 horas • Grupo reducido",40 USD,4.9,,https://www.getyourguide.es/peru-l168997/lima-taller-de-panes-andinos-t756586/?ranking_uuid=dcc97a88-e679-48f1-92f7-89948811714b
Huancavelica,"La Fortuna: Excursión a las Cataratas, Volcán Arenal y Aguas Termales",10 horas • Recogida disponible,99 USD,4.8,(2239),https://www.getyourguide.es/la-fortuna-l1904/excursion-al-volcan-arenal-la-cascada-de-la-fortuna-y-las-aguas-termales-t192264/?ranking_uuid=dcc97a88-e679-48f1-92f7-89948811714b
Huancavelica,Cusco: Laguna Humantay con Desayuno y Almuerzo Buffet,1 día • Recogida disponible,250 USD,4.9,(1959),https://www.getyourguide.es/cuzco-l359/cusco-lago-humantay-con-desayuno-y-almuerzo-buffet-t306708/?ranking_uuid=dcc97a88-e679-48f1-92f7-89948811714b
Huancavelica,Desde La Fortuna: puentes colgantes y volcán Arenal con almuerzo,7 horas • Sin colas • Recogida disponible,99 USD,4.6,(248),https://www.getyourguide.es/la-fortuna-l1904/desde-la-fortuna-puentes-colgantes-y-volcan-arenal-con-almuerzo-t428826/?ranking_uuid=dcc97a88-e679-48f1-92f7-89948811714b
Huancavelica,Tour Guiado Parque Nacional+Glaciar Perito Moreno+Navegacion (opcional),8 horas • Recogida disponible,47 USD,4.7,(30),https://www.getyourguide.es/el-calafate-l544/tour-guiado-parque-nacionalglaciar-perito-morenonavegacion-opcional-t896614/?ranking_uuid=dcc97a88-e679-48f1-92f7-89948811714b
Huancavelica,Desde El Calafate: Torres del Paine Tour de día completo,16 horas • Recogida disponible,232 USD,4.5,(353),https://www.getyourguide.es/el-calafate-l544/desde-el-calafate-torres-del-paine-tour-de-dia-completo-t245107/?ranking_uuid=dcc97a88-e679-48f1-92f7-89948811714b
Huancavelica,"La Fortuna: tour de volcán Arenal, almuerzo y aguas termales",6 horas • Sin colas • Recogida disponible,55 USD,4.5,(598),https://www.getyourguide.es/la-fortuna-l1904/la-fortuna-tour-matutino-por-el-volcan-arenal-almuerzo-y-aguas-termales-t421865/?ranking_uuid=dcc97a88-e679-48f1-92f7-89948811714b
Huancavelica,Desde Lima: Visita guiada de día completo a Paracas y el Oasis de la Huacachina,18 horas • Sin colas • Recogida disponible,64 USD,4.8,(743),https://www.getyourguide.es/paracas-l32470/desde-lima-visita-guiada-de-dia-completo-a-paracas-y-el-oasis-de-la-huacachina-t796007/?ranking_uuid=dcc97a88-e679-48f1-92f7-89948811714b
Huánuco,Desde Iquitos: Tour de día completo por la selva peruana,10 horas • Recogida disponible,133 USD,4.1,(17),https://www.getyourguide.es/iquitos-l32156/desde-iquitos-tour-de-dia-completo-por-la-selva-peruana-t561144/?ranking_uuid=620aab14-a3c1-44d9-b5fe-9c7b451716b7
Huánuco,Desde Iquitos Excursión de 3 días a la Selva Amazónica,3 días,371 USD,4.6,(43),https://www.getyourguide.es/iquitos-l32156/desde-iquitos-viaje-de-aventura-en-la-selva-amazonica-de-3-dias-t405151/?ranking_uuid=620aab14-a3c1-44d9-b5fe-9c7b451716b7
Huánuco,Iquitos: Amazon Lodge y experiencia en la selva | 2 días,2 días • Grupo reducido • Recogida disponible,187 USD,4.5,(12),https://www.getyourguide.es/iquitos-l32156/iquitos-amazon-lodge-y-experiencia-en-la-selva-2-dias-t809091/?ranking_uuid=620aab14-a3c1-44d9-b5fe-9c7b451716b7
Huánuco,Desde Iquitos || Navega por el río Amazonas - Día completo ||,1 día • Recogida disponible,97 USD,4.5,(8),https://www.getyourguide.es/iquitos-l32156/desde-iquitos-navega-por-el-rio-amazonas-dia-completo--t551032/?ranking_uuid=620aab14-a3c1-44d9-b5fe-9c7b451716b7
Huánuco,Puerto Nariño: Tour guiado de tres días por el Amazonas,3 días • Grupo privado,436 USD,5,(1),https://www.getyourguide.es/leticia-l176618/puerto-narino-tour-guiado-de-tres-dias-por-el-amazonas-t977137/?ranking_uuid=620aab14-a3c1-44d9-b5fe-9c7b451716b7
Huánuco,Desde Iquitos Crucero de 4 días por el río Amazonas,4 días,238 USD,3.9,,https://www.getyourguide.es/rio-amazonas-l82900/desde-iquitos-crucero-de-4-dias-por-el-rio-amazonas-t811472/?ranking_uuid=620aab14-a3c1-44d9-b5fe-9c7b451716b7
Huánuco,"Excursión Amazonas, Nanay y Ríos",9 horas,70 USD,3.9,,https://www.getyourguide.es/iquitos-l32156/excursion-amazonas-nanay-y-rios-t799476/?ranking_uuid=620aab14-a3c1-44d9-b5fe-9c7b451716b7
Huánuco,Iquitos: tour de naturaleza y aventura amazonas Perú,1 día • Sin colas • Grupo privado,120 USD,,,https://www.getyourguide.es/iquitos-l32156/iquitos-tour-de-naturaleza-y-aventura-amazonas-peru-t836056/?ranking_uuid=620aab14-a3c1-44d9-b5fe-9c7b451716b7
Huánuco,Recorrido por el río Hirviente,1 día,130 USD,4.2,,https://www.getyourguide.es/pucallpa-l218329/recorrido-por-el-rio-hirviente-t508639/?ranking_uuid=620aab14-a3c1-44d9-b5fe-9c7b451716b7
Huánuco,Iquitos: Experiencia en una Comunidad Nativa y Excursión por el Río Amazonas,6 horas,77 USD,4.5,(15),https://www.getyourguide.es/iquitos-l32156/iquitos-experiencia-en-una-comunidad-nativa-y-excursion-por-el-rio-amazonas-t244752/?ranking_uuid=620aab14-a3c1-44d9-b5fe-9c7b451716b7
Huánuco,Tingo María: Honolulu y Cataratas de Chullachaqui,1 día • Sin colas • Recogida disponible,50 USD,4.4,,https://www.getyourguide.es/tingo-maria-l213362/tingo-maria-honolulu-y-cataratas-de-chullachaqui-t800756/?ranking_uuid=620aab14-a3c1-44d9-b5fe-9c7b451716b7
Huánuco,Recorrido por el Río Hirviente,1 día,130 USD,3.8,,https://www.getyourguide.es/peru-l168997/recorrido-por-el-rio-hirviente-t884380/?ranking_uuid=620aab14-a3c1-44d9-b5fe-9c7b451716b7
Huánuco,"Desde Iquitos || Excursión a los ríos Amazonas, Nanay y Momón||",1 día • Recogida disponible,100 USD,4.2,,https://www.getyourguide.es/iquitos-l32156/desde-iquitos-excursion-a-los-rios-amazonas-nanay-y-momon-t551049/?ranking_uuid=620aab14-a3c1-44d9-b5fe-9c7b451716b7
Huánuco,Tingo María: Cascadas del Río Derrepente,1 día • Sin colas,50 USD,4.4,,https://www.getyourguide.es/peru-l168997/tingo-maria-cascadas-del-rio-derrepente-t800649/?ranking_uuid=620aab14-a3c1-44d9-b5fe-9c7b451716b7
Huánuco,Iquitos: Selva Amazónica en 3 Días: Aventura y Cultura,3 días • Grupo reducido • Recogida disponible,358 USD,4.7,(3),https://www.getyourguide.es/iquitos-l32156/iquitos-selva-amazonica-en-3-dias-aventura-y-cultura-t540799/?ranking_uuid=620aab14-a3c1-44d9-b5fe-9c7b451716b7
Huánuco,De Iquitos al Amazonas: Experiencia de 2 días en la selva y la vida salvaje,2 días,307 USD,3.8,(8),https://www.getyourguide.es/iquitos-l32156/de-iquitos-al-amazonas-experiencia-de-2-dias-en-la-selva-y-la-vida-salvaje-t434408/?ranking_uuid=620aab14-a3c1-44d9-b5fe-9c7b451716b7
Ica,Desde Huacachina: Atardecer + Sandboard y Buggy en las Dunas,2 horas • Grupo reducido,17 USD,4.6,(154),https://www.getyourguide.es/peru-l168997/desde-huacachina-atardecer-sandboard-y-buggy-en-las-dunas-t774514/?ranking_uuid=a4ac1f0c-3b5c-415e-b010-ebeb44ea4cc1
Ica,Desde Ica o Huacachina: Buggy en las Dunas al Atardecer y Sandboarding,2 horas • Grupo reducido • Recogida disponible,25 USD,4.7,(1056),https://www.getyourguide.es/ica-l1608/desde-ica-o-huacachina-buggy-en-las-dunas-al-atardecer-y-sandboarding-t390225/?ranking_uuid=a4ac1f0c-3b5c-415e-b010-ebeb44ea4cc1
Ica,Sandboard|SandSkiing Sunset Buggy 4x4 en Huacachina,"3,5 horas • Sin colas",49 USD,,,https://www.getyourguide.es/ica-l1608/sandboardsandskiing-sunset-buggy-4x4-en-huacachina-t1026192/?ranking_uuid=a4ac1f0c-3b5c-415e-b010-ebeb44ea4cc1
Ica,Desde Lima: Visita guiada de día completo a Paracas y el Oasis de la Huacachina,18 horas • Sin colas • Recogida disponible,64 USD,4.8,(743),https://www.getyourguide.es/paracas-l32470/desde-lima-visita-guiada-de-dia-completo-a-paracas-y-el-oasis-de-la-huacachina-t796007/?ranking_uuid=a4ac1f0c-3b5c-415e-b010-ebeb44ea4cc1
Ica,ICA: Ruta del Pisco y Vino con degustación en 03 Bodegas,"3,5 horas • Grupo reducido • Recogida disponible",29 USD,4.7,(10),https://www.getyourguide.es/ica-l1608/ica-ruta-del-pisco-y-vino-con-degustacion-en-03-bodegas-t893653/?ranking_uuid=a4ac1f0c-3b5c-415e-b010-ebeb44ea4cc1
Ica,Desde Paracas: Tour en barco guiado por las Islas Ballestas,2 horas • Sin colas • Recogida disponible,18 USD,4.7,(494),https://www.getyourguide.es/paracas-l32470/desde-paracas-tour-en-barco-guiado-por-las-islas-ballestas-t479944/?ranking_uuid=a4ac1f0c-3b5c-415e-b010-ebeb44ea4cc1
Ica,Huacachina: Buggy en las Dunas al Atardecer y Sandboarding,2 horas • Grupo reducido,16 USD,4.4,(44),https://www.getyourguide.es/ica-l1608/huacachina-buggy-en-las-dunas-al-atardecer-y-sandboarding-t878005/?ranking_uuid=a4ac1f0c-3b5c-415e-b010-ebeb44ea4cc1
Ica,Lima: Excursión guiada de un día a Paracas y el Oasis de la Huacachina,1 día,50 USD,4.4,(92),https://www.getyourguide.es/lima-l39/lima-excursion-guiada-de-un-dia-a-paracas-y-el-oasis-de-la-huacachina-t860229/?ranking_uuid=a4ac1f0c-3b5c-415e-b010-ebeb44ea4cc1
Ica,From Huacachina or Ica: Real Sandboard and Sandski experience at the sunset,3 horas • Grupo reducido • Recogida disponible,51 USD,5,(105),https://www.getyourguide.es/ica-l1608/from-huacachina-or-ica-real-sandboard-and-sandski-experience-at-the-sunset-t782590/?ranking_uuid=a4ac1f0c-3b5c-415e-b010-ebeb44ea4cc1
Ica,Desde Ica o Huacachina: Islas Ballestas y Reserva Nacional de Paracas.,1 día • Recogida disponible,39 USD,4.4,(38),https://www.getyourguide.es/ica-l1608/desde-ica-o-huacachina-islas-ballestas-y-reserva-nacional-de-paracas-t821662/?ranking_uuid=a4ac1f0c-3b5c-415e-b010-ebeb44ea4cc1
Ica,Huacachina: Clases de sandboarding para principiantes al amanecer,3 horas • Grupo reducido,45 USD,5,,https://www.getyourguide.es/ica-l1608/huacachina-clases-de-sandboarding-para-principiantes-al-amanecer-t1012294/?ranking_uuid=a4ac1f0c-3b5c-415e-b010-ebeb44ea4cc1
Ica,Desde Ica o Huacachina: tour por viñedos de vino y pisco,"3,5 horas • Grupo reducido • Recogida disponible",22 USD,4.4,(158),https://www.getyourguide.es/ica-l1608/desde-ica-o-huacachina-excursion-a-vinedos-de-vino-y-pisco-t390706/?ranking_uuid=a4ac1f0c-3b5c-415e-b010-ebeb44ea4cc1
Ica,"Desde Lima: excursión de un día a Paracas, Ica y Oasis Huacachina","17,5 horas • Recogida disponible",65 USD,4.5,(234),https://www.getyourguide.es/lima-l39/desde-lima-excursion-de-un-dia-a-paracas-ica-y-oasis-huacachina-t560555/?ranking_uuid=a4ac1f0c-3b5c-415e-b010-ebeb44ea4cc1
Ica,Desde Lima: tour a Paracas y al oasis de Huacachina en autobús de lujo,1 día • Sin colas • Recogida disponible,125 USD,4.8,(1271),https://www.getyourguide.es/lima-l39/desde-lima-tour-a-paracas-y-al-oasis-de-huacachina-en-autobus-de-lujo-t313598/?ranking_uuid=a4ac1f0c-3b5c-415e-b010-ebeb44ea4cc1
Ica,"Lima: vuelo sobre las Líneas de Nazca, Paracas y Huacachina, tour de 2 días",2 días • Recogida disponible,279 USD,4.3,(204),https://www.getyourguide.es/lima-l39/lima-vuelo-sobre-las-lineas-de-nazca-paracas-y-huacachina-tour-de-2-dias-t503791/?ranking_uuid=a4ac1f0c-3b5c-415e-b010-ebeb44ea4cc1
Ica,Desde Lima: Excursión de un día a Paracas y el Oasis de la Huacachina,18 horas • Sin colas • Recogida disponible,80 USD,4.7,(894),https://www.getyourguide.es/paracas-l32470/lima-tour-de-dia-completo-paracas-y-oasis-de-la-huacachina-t457827/?ranking_uuid=a4ac1f0c-3b5c-415e-b010-ebeb44ea4cc1
Junín,Desde Lima: Cordillera de la viuda | Exploración de montañas,16 horas • Sin colas,52 USD,4.9,(7),https://www.getyourguide.es/lima-l39/desde-lima-cordillera-de-la-viuda-exploracion-de-montanas-t557545/?ranking_uuid=c253936f-b03f-48b7-a4d7-8067bb6d24bf
Junín,Oxapampa: Villa Rica - Cultura del café y selva tropical,1 día • Sin colas,32 USD,4.4,,https://www.getyourguide.es/oxapampa-l206133/oxapampa-villa-rica-cultura-del-cafe-y-selva-tropical-t800560/?ranking_uuid=c253936f-b03f-48b7-a4d7-8067bb6d24bf
Junín,Desde Junín: Excursión de un día a San Andrés,1 día,51 USD,3.9,,https://www.getyourguide.es/junin-peru-l198897/desde-junin-excursion-de-un-dia-a-san-andres-t854334/?ranking_uuid=c253936f-b03f-48b7-a4d7-8067bb6d24bf
Junín,Lima: Marcapomacocha | Ruta de los Lagos | Día completo desde Lima,16 horas • Sin colas,56 USD,2.7,(3),https://www.getyourguide.es/lima-l39/lima-marcapomacocha-ruta-de-los-lagos-dia-completo-desde-lima-t557584/?ranking_uuid=c253936f-b03f-48b7-a4d7-8067bb6d24bf
Junín,Lo mejor de Oxapampa: Aventura en la selva y el café,1 día • Sin colas,55 USD,4.7,,https://www.getyourguide.es/oxapampa-l206133/lo-mejor-de-oxapampa-aventura-en-la-selva-y-el-cafe-t759260/?ranking_uuid=c253936f-b03f-48b7-a4d7-8067bb6d24bf
Junín,Desde Junín: Excursión de un día a San Andrés,1 día,51 USD,3.8,,https://www.getyourguide.es/junin-peru-l198897/desde-junin-excursion-de-un-dia-a-san-andres-t871422/?ranking_uuid=c253936f-b03f-48b7-a4d7-8067bb6d24bf
